StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sk-pretext-matrix_1,sk-pretext-matrix_2,sk-pretext-matrix_3,met_a-time-1_First Click,met_a-time-1_Last Click,met_a-time-1_Page Submit,met_a-time-1_Click Count,met_a-time-2_First Click,met_a-time-2_Last Click,met_a-time-2_Page Submit,met_a-time-2_Click Count,met_a-time-3_First Click,met_a-time-3_Last Click,met_a-time-3_Page Submit,met_a-time-3_Click Count,met_a-time-4_First Click,met_a-time-4_Last Click,met_a-time-4_Page Submit,met_a-time-4_Click Count,met_a-time-5_First Click,met_a-time-5_Last Click,met_a-time-5_Page Submit,met_a-time-5_Click Count,met_a-time-6_First Click,met_a-time-6_Last Click,met_a-time-6_Page Submit,met_a-time-6_Click Count,met_na-time-1_First Click,met_na-time-1_Last Click,met_na-time-1_Page Submit,met_na-time-1_Click Count,met_na-time-2_First Click,met_na-time-2_Last Click,met_na-time-2_Page Submit,met_na-time-2_Click Count,met_na-time-3_First Click,met_na-time-3_Last Click,met_na-time-3_Page Submit,met_na-time-3_Click Count,met_na-time-4_First Click,met_na-time-4_Last Click,met_na-time-4_Page Submit,met_na-time-4_Click Count,met_na-time-5_First Click,met_na-time-5_Last Click,met_na-time-5_Page Submit,met_na-time-5_Click Count,met_na-time-6_First Click,met_na-time-6_Last Click,met_na-time-6_Page Submit,met_na-time-6_Click Count,lit-time-1_First Click,lit-time-1_Last Click,lit-time-1_Page Submit,lit-time-1_Click Count,lit-time-2_First Click,lit-time-2_Last Click,lit-time-2_Page Submit,lit-time-2_Click Count,lit-time-3_First Click,lit-time-3_Last Click,lit-time-3_Page Submit,lit-time-3_Click Count,lit-time-4_First Click,lit-time-4_Last Click,lit-time-4_Page Submit,lit-time-4_Click Count,lit-time-5_First Click,lit-time-5_Last Click,lit-time-5_Page Submit,lit-time-5_Click Count,lit-time-6_First Click,lit-time-6_Last Click,lit-time-6_Page Submit,lit-time-6_Click Count,sk-postext-matrix_1,sk-postext-matrix_2,sk-postext-matrix_3,wta-1,wta-2,wta-3,ok-1,ok-1-time_First Click,ok-1-time_Last Click,ok-1-time_Page Submit,ok-1-time_Click Count,ok-3,ok-3-time_First Click,ok-3-time_Last Click,ok-3-time_Page Submit,ok-3-time_Click Count,ok-4,ok-4-time_First Click,ok-4-time_Last Click,ok-4-time_Page Submit,ok-4-time_Click Count,ok-5,ok-5-time_First Click,ok-5-time_Last Click,ok-5-time_Page Submit,ok-5-time_Click Count,ok-6,ok-6-time_First Click,ok-6-time_Last Click,ok-6-time_Page Submit,ok-6-time_Click Count,ok-13,ok-13-time_First Click,ok-13-time_Last Click,ok-13-time_Page Submit,ok-13-time_Click Count,ok-14,ok-14-time_First Click,ok-14-time_Last Click,ok-14-time_Page Submit,ok-14-time_Click Count,ok-16,ok-16-time_First Click,ok-16-time_Last Click,ok-16-time_Page Submit,ok-16-time_Click Count,ok-19,ok-19-time_First Click,ok-19-time_Last Click,ok-19-time_Page Submit,ok-19-time_Click Count,sk-posok-matrix_1,sk-posok-matrix_2,sk-posok-matrix_3,demo-1,demo-2,Random ID,text_type,wta_moment
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Welcome!  

 

Thank you for agreeing to participate in this study. We appreciate your time and your contribution, which will help us advance our research in a critical domain.



This study involves reading a piece of text and then answering some questions about it. The text is related to general health topics, and we are interested in your personal reactions and understandings, so please answer all questions as honestly and thoughtfully as you can.



All of your responses will remain confidential, and the information you provide will be used solely for research purposes.

Your participation in this research is voluntary. You have the right to withdraw at any point during the study, for any reason, and without any prejudice. If you would like to contact the Principal Investigator in the study to discuss this research, please e-mail casobesada@rsm.nl 
By clicking the button below, you acknowledge that your participation in the study is voluntary, you are 18 years of age, and that you are aware that you may choose to terminate your participation in the study at any time and for any reason.",Please indicate to what extent you agree with these three statements. - I have a good understanding of how the body converts food into energy.,Please indicate to what extent you agree with these three statements. - I have a good understanding of how hormones influence the body’s conversion of food into energy.,Please indicate to what extent you agree with these three statements. - I have a good understanding of the impact of dietary habits on the body's energy storage.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please indicate to what extent you agree with these three statements. - I have a good understanding of how the body converts food into energy.,Please indicate to what extent you agree with these three statements. - I have a good understanding of how hormones influence the body’s conversion of food into energy.,Please indicate to what extent you agree with these three statements. - I have a good understanding of the impact of dietary habits on the body's energy storage.,I am open to reducing my carbohydrate intake as part of my dietary regime.,I am willing to incorporate fasting periods into my eating routine.,I believe that a low-carb diet and/or fasting can improve my overall health.,What is the primary role of insulin in our body?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What does insulin do with the surplus glucose from the bloodstream?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What does the liver store for short-term energy use?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What happens when the liver's capacity to store energy is full?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What becomes the primary source of energy during fasting or low-carb diets?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What happens when there is insufficient insulin in the body?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,How can high insulin levels contribute to obesity?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is the role of insulin when food is abundant?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What does the body use for energy when glucose is not available?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please indicate to what extent you agree with these three statements. - I have a good understanding of how the body converts food into energy.,Please indicate to what extent you agree with these three statements. - I have a good understanding of how hormones influence the body’s conversion of food into energy.,Please indicate to what extent you agree with these three statements. - I have a good understanding of the impact of dietary habits on the body's energy storage.,How often have you been on a diet?,"Please, select the option that is closest to your BMI (Body Mass Index). If you don't know the precise value, please select the options that you think is closer to the actual value.",Random ID,text_type,wta_moment
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2""}","{""ImportId"":""QID116_1""}","{""ImportId"":""QID116_2""}","{""ImportId"":""QID116_3""}","{""ImportId"":""QID49_FIRST_CLICK""}","{""ImportId"":""QID49_LAST_CLICK""}","{""ImportId"":""QID49_PAGE_SUBMIT""}","{""ImportId"":""QID49_CLICK_COUNT""}","{""ImportId"":""QID93_FIRST_CLICK""}","{""ImportId"":""QID93_LAST_CLICK""}","{""ImportId"":""QID93_PAGE_SUBMIT""}","{""ImportId"":""QID93_CLICK_COUNT""}","{""ImportId"":""QID94_FIRST_CLICK""}","{""ImportId"":""QID94_LAST_CLICK""}","{""ImportId"":""QID94_PAGE_SUBMIT""}","{""ImportId"":""QID94_CLICK_COUNT""}","{""ImportId"":""QID95_FIRST_CLICK""}","{""ImportId"":""QID95_LAST_CLICK""}","{""ImportId"":""QID95_PAGE_SUBMIT""}","{""ImportId"":""QID95_CLICK_COUNT""}","{""ImportId"":""QID96_FIRST_CLICK""}","{""ImportId"":""QID96_LAST_CLICK""}","{""ImportId"":""QID96_PAGE_SUBMIT""}","{""ImportId"":""QID96_CLICK_COUNT""}","{""ImportId"":""QID97_FIRST_CLICK""}","{""ImportId"":""QID97_LAST_CLICK""}","{""ImportId"":""QID97_PAGE_SUBMIT""}","{""ImportId"":""QID97_CLICK_COUNT""}","{""ImportId"":""QID59_FIRST_CLICK""}","{""ImportId"":""QID59_LAST_CLICK""}","{""ImportId"":""QID59_PAGE_SUBMIT""}","{""ImportId"":""QID59_CLICK_COUNT""}","{""ImportId"":""QID99_FIRST_CLICK""}","{""ImportId"":""QID99_LAST_CLICK""}","{""ImportId"":""QID99_PAGE_SUBMIT""}","{""ImportId"":""QID99_CLICK_COUNT""}","{""ImportId"":""QID100_FIRST_CLICK""}","{""ImportId"":""QID100_LAST_CLICK""}","{""ImportId"":""QID100_PAGE_SUBMIT""}","{""ImportId"":""QID100_CLICK_COUNT""}","{""ImportId"":""QID101_FIRST_CLICK""}","{""ImportId"":""QID101_LAST_CLICK""}","{""ImportId"":""QID101_PAGE_SUBMIT""}","{""ImportId"":""QID101_CLICK_COUNT""}","{""ImportId"":""QID102_FIRST_CLICK""}","{""ImportId"":""QID102_LAST_CLICK""}","{""ImportId"":""QID102_PAGE_SUBMIT""}","{""ImportId"":""QID102_CLICK_COUNT""}","{""ImportId"":""QID103_FIRST_CLICK""}","{""ImportId"":""QID103_LAST_CLICK""}","{""ImportId"":""QID103_PAGE_SUBMIT""}","{""ImportId"":""QID103_CLICK_COUNT""}","{""ImportId"":""QID61_FIRST_CLICK""}","{""ImportId"":""QID61_LAST_CLICK""}","{""ImportId"":""QID61_PAGE_SUBMIT""}","{""ImportId"":""QID61_CLICK_COUNT""}","{""ImportId"":""QID105_FIRST_CLICK""}","{""ImportId"":""QID105_LAST_CLICK""}","{""ImportId"":""QID105_PAGE_SUBMIT""}","{""ImportId"":""QID105_CLICK_COUNT""}","{""ImportId"":""QID106_FIRST_CLICK""}","{""ImportId"":""QID106_LAST_CLICK""}","{""ImportId"":""QID106_PAGE_SUBMIT""}","{""ImportId"":""QID106_CLICK_COUNT""}","{""ImportId"":""QID107_FIRST_CLICK""}","{""ImportId"":""QID107_LAST_CLICK""}","{""ImportId"":""QID107_PAGE_SUBMIT""}","{""ImportId"":""QID107_CLICK_COUNT""}","{""ImportId"":""QID108_FIRST_CLICK""}","{""ImportId"":""QID108_LAST_CLICK""}","{""ImportId"":""QID108_PAGE_SUBMIT""}","{""ImportId"":""QID108_CLICK_COUNT""}","{""ImportId"":""QID109_FIRST_CLICK""}","{""ImportId"":""QID109_LAST_CLICK""}","{""ImportId"":""QID109_PAGE_SUBMIT""}","{""ImportId"":""QID109_CLICK_COUNT""}","{""ImportId"":""QID147_1""}","{""ImportId"":""QID147_2""}","{""ImportId"":""QID147_3""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID38""}","{""ImportId"":""QID7""}","{""ImportId"":""QID150_FIRST_CLICK""}","{""ImportId"":""QID150_LAST_CLICK""}","{""ImportId"":""QID150_PAGE_SUBMIT""}","{""ImportId"":""QID150_CLICK_COUNT""}","{""ImportId"":""QID9""}","{""ImportId"":""QID151_FIRST_CLICK""}","{""ImportId"":""QID151_LAST_CLICK""}","{""ImportId"":""QID151_PAGE_SUBMIT""}","{""ImportId"":""QID151_CLICK_COUNT""}","{""ImportId"":""QID10""}","{""ImportId"":""QID152_FIRST_CLICK""}","{""ImportId"":""QID152_LAST_CLICK""}","{""ImportId"":""QID152_PAGE_SUBMIT""}","{""ImportId"":""QID152_CLICK_COUNT""}","{""ImportId"":""QID11""}","{""ImportId"":""QID153_FIRST_CLICK""}","{""ImportId"":""QID153_LAST_CLICK""}","{""ImportId"":""QID153_PAGE_SUBMIT""}","{""ImportId"":""QID153_CLICK_COUNT""}","{""ImportId"":""QID12""}","{""ImportId"":""QID154_FIRST_CLICK""}","{""ImportId"":""QID154_LAST_CLICK""}","{""ImportId"":""QID154_PAGE_SUBMIT""}","{""ImportId"":""QID154_CLICK_COUNT""}","{""ImportId"":""QID19""}","{""ImportId"":""QID155_FIRST_CLICK""}","{""ImportId"":""QID155_LAST_CLICK""}","{""ImportId"":""QID155_PAGE_SUBMIT""}","{""ImportId"":""QID155_CLICK_COUNT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID156_FIRST_CLICK""}","{""ImportId"":""QID156_LAST_CLICK""}","{""ImportId"":""QID156_PAGE_SUBMIT""}","{""ImportId"":""QID156_CLICK_COUNT""}","{""ImportId"":""QID22""}","{""ImportId"":""QID157_FIRST_CLICK""}","{""ImportId"":""QID157_LAST_CLICK""}","{""ImportId"":""QID157_PAGE_SUBMIT""}","{""ImportId"":""QID157_CLICK_COUNT""}","{""ImportId"":""QID25""}","{""ImportId"":""QID158_FIRST_CLICK""}","{""ImportId"":""QID158_LAST_CLICK""}","{""ImportId"":""QID158_PAGE_SUBMIT""}","{""ImportId"":""QID158_CLICK_COUNT""}","{""ImportId"":""QID149_1""}","{""ImportId"":""QID149_2""}","{""ImportId"":""QID149_3""}","{""ImportId"":""QID112""}","{""ImportId"":""QID114""}","{""ImportId"":""Random ID""}","{""ImportId"":""text_type""}","{""ImportId"":""wta_moment""}"
2023-08-07 13:47:55,2023-08-07 13:52:50,0,66.66.146.234,100,294,1,2023-08-07 13:52:51,R_25WpOaJcqPXp8qe,,,,,43.2207,-77.5992,anonymous,EN,1,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.193,13.795,13.8,2,7.184,7.92,7.924,2,14.51,15.261,15.265,2,9.692,15.581,15.584,4,5.655,6.754,6.757,2,5.577,6.369,6.372,2,6,6,6,5,5,4,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,6,6,7,5,4,21142,literal,post_ok
2023-08-07 13:47:56,2023-08-07 13:58:07,0,72.135.18.90,100,610,1,2023-08-07 13:58:08,R_1oqcNP58m6n6Y1q,,,,,32.8242,-97.1521,anonymous,EN,1,5,3,5,44.696,44.696,44.711,1,28.069,28.069,28.074,1,29.341,29.341,29.345,1,36.517,36.517,36.526,1,16.606,16.606,16.611,1,18.968,18.968,18.973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,2,1,3,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,6,5,6,3,1,84589,met_a,pre_ok
2023-08-07 13:52:54,2023-08-07 14:02:29,0,69.248.158.138,100,575,1,2023-08-07 14:02:30,R_21HRL350JN7Ip5r,,,,,40.0022,-74.7885,anonymous,EN,1,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,10.379,60.25,60.259,3,3.594,29.741,29.743,3,2.391,27.06,27.062,3,2.573,25.982,25.984,3,2.568,22.815,22.817,3,2.536,33.134,33.136,3,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,5,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,6,6,6,3,2,26593,met_na,post_ok
2023-08-07 13:57:07,2023-08-07 14:03:21,0,73.218.105.121,100,374,1,2023-08-07 14:03:22,R_pKsnVxjfbLReX1n,,,,,41.5538,-73.063,anonymous,EN,1,6,6,6,23.647,23.647,23.65,1,9.051,9.051,9.056,1,15.712,15.712,15.717,1,8.341,8.341,8.343,1,19.345,19.345,19.347,1,9.175,9.175,9.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,4,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,6,6,6,3,2,24313,met_a,post_ok
2023-08-07 13:56:49,2023-08-07 14:03:47,0,107.77.201.172,100,417,1,2023-08-07 14:03:48,R_2Vr3NCCuUz4YgNy,,,,,32.7797,-96.8022,anonymous,EN,1,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82,28.092,28.122,2,12.666,12.666,12.694,1,20.771,20.771,20.797,1,19.278,19.278,19.306,1,10.726,10.726,10.751,1,14.051,14.051,14.079,1,7,7,7,4,4,5,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,,,,,1,,,,,0,,,,,7,7,7,5,3,95873,literal,post_ok
2023-08-07 13:57:38,2023-08-07 14:04:26,0,71.30.165.254,100,407,1,2023-08-07 14:04:27,R_29b05TQtufv1RbB,,,,,29.6654,-95.7245,anonymous,EN,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,36.898,38.13,38.134,2,33.11,34.367,34.37,2,20.404,21.532,21.533,2,20.402,21.498,21.501,2,12.921,13.977,13.98,2,13.824,14.968,14.971,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,4,4,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,5,5,5,3,2,89894,met_na,pre_ok
2023-08-07 13:56:47,2023-08-07 14:04:59,0,174.218.21.112,100,492,1,2023-08-07 14:05:00,R_2cu2lYYcIbt0aw9,,,,,33.5065,-112.0664,anonymous,EN,1,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,18.063,18.063,18.081,1,14.01,14.01,14.023,1,12.267,12.267,12.29,1,32.405,45.289,45.302,3,13.153,13.153,13.162,1,56.234,56.234,56.25,1,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,4,2,2,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,5,5,6,1,1,37109,met_na,post_ok
2023-08-07 13:53:32,2023-08-07 14:05:08,0,76.138.29.198,100,695,1,2023-08-07 14:05:09,R_V3ggzutABGd4eLT,,,,,35.1387,-90.0095,anonymous,EN,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.819,95.238,95.24,7,2.535,4.26,4.263,4,4.428,5.58,5.583,2,5.424,6.156,6.159,2,14.367,15.571,15.576,2,4.182,5.234,5.237,2,4,4,4,4,4,4,0,,,,,1,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,1,,,,,5,5,5,1,2,95873,literal,pre_ok
2023-08-07 13:53:06,2023-08-07 14:07:51,0,50.216.129.154,100,884,1,2023-08-07 14:07:52,R_72JUq1aExpS0zeh,,,,,42.3737,-71.1284,anonymous,EN,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,63.537,63.537,63.541,1,24.5,24.5,24.503,1,24.134,24.134,24.136,1,22.204,22.204,22.208,1,17.239,17.239,17.241,1,15.145,15.145,15.148,1,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,5,1,,,,,1,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,5,5,5,5,3,99983,met_na,pre_ok
2023-08-07 14:08:49,2023-08-07 14:14:45,0,76.34.203.7,100,356,1,2023-08-07 14:14:46,R_2aL8y63vpL7Ui7N,,,,,40.0752,-80.7747,anonymous,EN,1,6,6,6,41.586,41.586,41.59,1,26.777,34.356,34.359,2,18.15,20.849,20.851,2,22.564,26.024,26.027,2,12.049,15.299,15.301,2,11.915,11.915,11.917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,5,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,5,5,5,5,4,33388,met_a,post_ok
2023-08-07 14:01:40,2023-08-07 14:16:02,0,172.56.28.10,100,861,1,2023-08-07 14:16:03,R_2CiSqD9DUKDJNxp,,,,,39.9528,-75.1646,anonymous,EN,1,7,7,7,53.521,53.521,53.528,1,33.577,33.577,33.581,1,36.202,36.202,36.207,1,39.118,39.118,39.122,1,31.922,31.922,31.926,1,26.115,26.115,26.119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,5,5,5,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,0,,,,,7,7,7,1,1,63544,met_a,pre_ok
2023-08-07 13:57:09,2023-08-07 14:24:55,0,68.224.75.173,100,1665,1,2023-08-07 14:24:56,R_3rNkY4CPQLFgXtW,,,,,35.9978,-114.9592,anonymous,EN,1,3,2,4,85.416,85.416,85.418,1,33.091,33.091,33.093,1,756.069,756.069,756.072,1,462.941,486.538,486.541,3,14.335,14.335,14.337,1,9.754,9.754,9.756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,5,5,5,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,2,2,4,4,3,33001,met_a,pre_ok
2023-08-07 14:03:28,2023-08-07 14:26:37,0,70.172.12.239,100,1388,1,2023-08-07 14:26:38,R_2cbCjnLcWOsIsiu,,,,,33.3289,-111.8658,anonymous,EN,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.495,31.495,31.499,1,15.367,15.367,15.369,1,22.041,22.041,22.044,1,1153.406,1155.493,1155.496,2,7.684,7.684,7.687,1,5.497,5.497,5.499,1,7,7,7,5,5,5,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,7,7,7,1,3,69911,literal,post_ok
2023-08-07 14:29:46,2023-08-07 14:38:07,0,47.41.255.242,100,500,1,2023-08-07 14:38:08,R_2bIVHkPXv3jiCWA,,,,,34.2423,-117.2748,anonymous,EN,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,5.79,57.251,57.296,5,5.695,32.048,32.089,5,2.796,26.613,26.659,5,2.706,33.261,33.302,7,16.419,22.868,22.921,4,9.569,27.196,27.257,5,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,4,4,0,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,3,3,3,1,2,96006,met_na,pre_ok
2023-08-07 14:31:29,2023-08-07 14:38:53,0,136.35.209.40,100,443,1,2023-08-07 14:38:54,R_DoYb2kY681TlBSN,,,,,39.1484,-94.5686,anonymous,EN,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,3.529,38.585,38.589,5,2.228,17.924,17.927,4,2.546,24.713,24.716,4,1.813,13.309,13.312,4,1.906,12.282,12.284,4,1.591,24.743,24.746,4,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,4,4,5,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,5,3,5,4,2,76546,met_na,pre_ok
2023-08-07 14:31:12,2023-08-07 14:41:21,0,104.28.77.14,100,608,1,2023-08-07 14:41:22,R_vN7jTKo0RtJVH8Z,,,,,33.7485,-84.3871,anonymous,EN,1,5,3,5,16.187,63.784,63.791,2,3.678,69.185,69.188,3,4.791,33.105,33.11,2,2.97,29.762,29.765,2,2.478,26.829,26.833,2,3.326,24.966,24.97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,4,5,5,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,5,5,5,3,2,34904,met_a,post_ok
2023-08-07 14:27:20,2023-08-07 14:41:28,0,68.42.138.254,100,847,1,2023-08-07 14:41:28,R_cIo1A91m2g8lYKl,,,,,42.2886,-83.4641,anonymous,EN,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.832,65.832,65.835,1,36.333,36.333,36.336,1,44.573,44.573,44.576,1,46.413,46.413,46.419,1,35.935,35.935,35.938,1,23.218,23.218,23.22,1,6,6,6,5,5,5,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,6,6,6,3,2,59655,literal,post_ok
2023-08-07 14:47:51,2023-08-07 14:58:48,0,73.27.47.39,100,656,1,2023-08-07 14:58:49,R_xhjyk6iWhXy4Ikp,,,,,26.9835,-82.1319,anonymous,EN,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5.947,35.345,35.347,5,11.411,34.013,34.015,6,5.448,27.838,27.84,5,6.399,32.529,32.531,5,5.149,25.681,25.683,5,6.057,21.495,21.497,5,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,5,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,5,5,5,5,3,86445,met_na,post_ok
2023-08-07 14:24:22,2023-08-07 15:00:03,0,69.92.254.173,100,2140,1,2023-08-07 15:00:04,R_2XboKggSyJa51wr,,,,,30.4404,-88.7801,anonymous,EN,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.815,24.815,24.818,1,27.048,27.048,27.05,1,21.966,21.966,21.968,1,77.548,77.548,77.55,1,20.867,20.867,20.871,1,1179.443,1179.443,1179.445,1,6,6,6,4,2,4,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,6,6,6,3,3,96554,literal,pre_ok
2023-08-07 15:01:36,2023-08-07 15:11:34,0,50.39.121.144,100,598,1,2023-08-07 15:11:35,R_3QE5M0UhOZtjZXU,,,,,45.4817,-122.4156,anonymous,EN,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.734,64.734,64.736,1,7.473,7.473,7.475,1,16.296,16.296,16.298,1,10.672,10.672,10.674,1,12.433,12.433,12.434,1,6.986,6.986,6.987,1,6,6,6,4,4,4,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,1,,,,,1,,,,,1,,,,,6,6,6,3,2,92815,literal,pre_ok
